country,year,value
Algeria,1965,15.405251944444444
Algeria,1966,20.272705277777778
Algeria,1967,18.942031111111113
Algeria,1968,20.167301388888887
Algeria,1969,21.30593
Algeria,1970,24.34768083333333
Algeria,1971,27.440050277777775
Algeria,1972,30.121414166666664
Algeria,1973,32.900345
Algeria,1974,36.54384083333333
Algeria,1975,40.630667499999994
Algeria,1976,46.7177325
Algeria,1977,52.80649361111111
Algeria,1978,54.60794472222222
Algeria,1979,65.31861722222223
Algeria,1980,66.20243
Algeria,1981,71.32307277777777
Algeria,1982,75.57341777777776
Algeria,1983,84.8924211111111
Algeria,1984,94.00200638888889
Algeria,1985,96.55380305555555
Algeria,1986,98.02125416666667
Algeria,1987,99.10052388888887
Algeria,1988,99.1725986111111
Algeria,1989,103.9366611111111
Algeria,1990,111.81161583333333
Algeria,1991,110.6277861111111
Algeria,1992,111.29265555555556
Algeria,1993,110.75487666666666
Algeria,1994,106.05089583333333
Algeria,1995,103.14228277777778
Algeria,1996,98.42207972222222
Algeria,1997,97.64341944444445
Algeria,1998,100.65874805555555
Algeria,1999,98.89834583333334
Algeria,2000,103.13247972222221
Algeria,2001,106.77533388888888
Algeria,2002,118.39722972222222
Algeria,2003,123.17411805555555
Algeria,2004,128.74683027777778
Algeria,2005,134.213385
Algeria,2006,139.84572083333333
Algeria,2007,156.38999638888887
Algeria,2008,169.91589638888888
Algeria,2009,180.13442944444444
Algeria,2010,181.6119161111111
Algeria,2011,192.22765305555555
Algeria,2012,204.39526777777778
Algeria,2013,213.57638500000002
Algeria,2014,221.92515277777778
Algeria,2015,236.14848333333333
Algeria,2016,229.5638513888889
Algeria,2017,225.51211583333333
Algeria,2018,229.33779805555554
Algeria,2019,237.00309555555555
Algeria,2020,201.25485111111112
Argentina,1965,275.24028166666665
Argentina,1966,283.8862780555555
Argentina,1967,290.7273016666666
Argentina,1968,296.77116166666667
Argentina,1969,307.97903444444444
Argentina,1970,278.4058394444444
Argentina,1971,296.48773416666666
Argentina,1972,295.17283805555553
Argentina,1973,297.23879916666664
Argentina,1974,297.09722666666664
Argentina,1975,281.26943027777776
Argentina,1976,290.1952763888889
Argentina,1977,305.6309725
Argentina,1978,297.26914694444446
Argentina,1979,319.8497486111111
Argentina,1980,296.9779736111111
Argentina,1981,278.5659058333333
Argentina,1982,265.0183488888889
Argentina,1983,268.7532136111111
Argentina,1984,255.6005861111111
Argentina,1985,237.52023638888886
Argentina,1986,249.71896305555555
Argentina,1987,266.5530766666667
Argentina,1988,268.3337413888889
Argentina,1989,246.3207436111111
Argentina,1990,229.9596961111111
Argentina,1991,240.25671166666666
Argentina,1992,252.69298166666667
Argentina,1993,247.75331083333333
Argentina,1994,261.4820683333333
Argentina,1995,259.5302825
Argentina,1996,259.7977241666667
Argentina,1997,275.2863658333333
Argentina,1998,283.2721097222222
Argentina,1999,286.95976055555553
Argentina,2000,264.89783944444446
Argentina,2001,245.2950138888889
Argentina,2002,232.81517444444447
Argentina,2003,237.4220572222222
Argentina,2004,254.6864461111111
Argentina,2005,266.7581122222222
Argentina,2006,281.3517575
Argentina,2007,313.74554277777776
Argentina,2008,317.0516533333333
Argentina,2009,303.05770527777776
Argentina,2010,328.1579833333333
Argentina,2011,340.0057697222222
Argentina,2012,361.2563983333333
Argentina,2013,383.7835186111111
Argentina,2014,379.91561777777775
Argentina,2015,387.3086522222222
Argentina,2016,375.29423333333335
Argentina,2017,370.8971902777778
Argentina,2018,353.2107044444444
Argentina,2019,318.8111663888889
Argentina,2020,287.4443577777778
Australia,1965,200.0193586111111
Australia,1966,214.04755194444445
Australia,1967,234.38776666666666
Australia,1968,255.2849877777778
Australia,1969,262.4481238888889
Australia,1970,290.1954216666666
Australia,1971,305.54456472222216
Australia,1972,311.03335555555554
Australia,1973,331.89295416666664
Australia,1974,351.73516333333333
Australia,1975,348.1045194444444
Australia,1976,355.82148527777775
Australia,1977,372.6007575
Australia,1978,380.9466936111111
Australia,1979,385.9148036111111
Australia,1980,367.7676125
Australia,1981,362.4183244444444
Australia,1982,356.84917277777777
Australia,1983,320.08347805555553
Australia,1984,330.97894361111105
Australia,1985,332.80082666666664
Australia,1986,328.14704361111114
Australia,1987,336.66990499999997
Australia,1988,351.9731063888889
Australia,1989,366.51619222222223
Australia,1990,374.8595836111111
Australia,1991,362.62083027777777
Australia,1992,370.5469463888889
Australia,1993,382.05192694444446
Australia,1994,395.58917166666663
Australia,1995,427.7775011111111
Australia,1996,439.0154077777778
Australia,1997,446.0578491666667
Australia,1998,445.97024527777774
Australia,1999,456.15396888888887
Australia,2000,455.98158083333334
Australia,2001,457.0853452777778
Australia,2002,461.97481361111113
Australia,2003,460.2599161111111
Australia,2004,471.29571305555555
Australia,2005,477.4427472222222
Australia,2006,493.1807397222222
Australia,2007,501.1971608333333
Australia,2008,502.4471791666667
Australia,2009,489.97762222222224
Australia,2010,495.89571916666665
Australia,2011,521.5535105555556
Australia,2012,540.07755
Australia,2013,556.7232013888888
Australia,2014,558.0244102777777
Australia,2015,554.1516116666667
Australia,2016,556.3233955555555
Australia,2017,581.6431933333333
Australia,2018,590.7440261111111
Australia,2019,585.7035222222222
Australia,2020,508.2774244444445
