country,year,variable,value
Afghanistan,1967,Annual CO2 emissions from gas (per capita),0.025
Afghanistan,1968,Annual CO2 emissions from gas (per capita),0.0326
Afghanistan,1970,Annual CO2 emissions from gas (per capita),0.0194
Afghanistan,1971,Annual CO2 emissions from gas (per capita),0.0383
Afghanistan,1972,Annual CO2 emissions from gas (per capita),0.0255
Afghanistan,1973,Annual CO2 emissions from gas (per capita),0.0275
Afghanistan,1974,Annual CO2 emissions from gas (per capita),0.0322
Afghanistan,1975,Annual CO2 emissions from gas (per capita),0.0375
Afghanistan,1976,Annual CO2 emissions from gas (per capita),0.0232
Afghanistan,1977,Annual CO2 emissions from gas (per capita),0.0389
Afghanistan,1978,Annual CO2 emissions from gas (per capita),0.0226
Afghanistan,1979,Annual CO2 emissions from gas (per capita),0.0287
Afghanistan,1980,Annual CO2 emissions from gas (per capita),0.014
Afghanistan,1981,Annual CO2 emissions from gas (per capita),0.0231
Afghanistan,1982,Annual CO2 emissions from gas (per capita),0.0307
Afghanistan,1983,Annual CO2 emissions from gas (per capita),0.0491
Afghanistan,1984,Annual CO2 emissions from gas (per capita),0.0764
Afghanistan,1985,Annual CO2 emissions from gas (per capita),0.0999
Afghanistan,1986,Annual CO2 emissions from gas (per capita),0.1024
Afghanistan,1987,Annual CO2 emissions from gas (per capita),0.0337
Afghanistan,1988,Annual CO2 emissions from gas (per capita),0.0378
Afghanistan,1989,Annual CO2 emissions from gas (per capita),0.0404
Afghanistan,1990,Annual CO2 emissions from gas (per capita),0.0325
Afghanistan,1991,Annual CO2 emissions from gas (per capita),0.0292
Afghanistan,1992,Annual CO2 emissions from gas (per capita),0.025
Afghanistan,1993,Annual CO2 emissions from gas (per capita),0.0222
Afghanistan,1994,Annual CO2 emissions from gas (per capita),0.0198
Afghanistan,1995,Annual CO2 emissions from gas (per capita),0.0178
Afghanistan,1996,Annual CO2 emissions from gas (per capita),0.0163
Afghanistan,1997,Annual CO2 emissions from gas (per capita),0.0146
Afghanistan,1998,Annual CO2 emissions from gas (per capita),0.0134
Afghanistan,1999,Annual CO2 emissions from gas (per capita),0.012
Afghanistan,2000,Annual CO2 emissions from gas (per capita),0.0108
Afghanistan,2001,Annual CO2 emissions from gas (per capita),0.0097
Afghanistan,2002,Annual CO2 emissions from gas (per capita),0.0242
