country,year,variable,value
Afghanistan,1949,Cumulative CO2 emissions from coal,14656.0
Afghanistan,1950,Cumulative CO2 emissions from coal,35724.0
Afghanistan,1951,Cumulative CO2 emissions from coal,61371.99999999999
Afghanistan,1952,Cumulative CO2 emissions from coal,93080.0
Afghanistan,1953,Cumulative CO2 emissions from coal,131029.0
Afghanistan,1954,Cumulative CO2 emissions from coal,173531.0
Afghanistan,1955,Cumulative CO2 emissions from coal,235819.0
Afghanistan,1956,Cumulative CO2 emissions from coal,298107.0
Afghanistan,1957,Cumulative CO2 emissions from coal,375051.0
Afghanistan,1958,Cumulative CO2 emissions from coal,466651.00000000006
Afghanistan,1959,Cumulative CO2 emissions from coal,576571.0
Afghanistan,1960,Cumulative CO2 emissions from coal,703686.0
Afghanistan,1961,Cumulative CO2 emissions from coal,879558.0000000001
Afghanistan,1962,Cumulative CO2 emissions from coal,1176342.0
Afghanistan,1963,Cumulative CO2 emissions from coal,1440150.0
Afghanistan,1964,Cumulative CO2 emissions from coal,1740598.0
Afghanistan,1965,Cumulative CO2 emissions from coal,2121654.0
Afghanistan,1966,Cumulative CO2 emissions from coal,2550342.0
Afghanistan,1967,Cumulative CO2 emissions from coal,2949718.0000000005
Afghanistan,1968,Cumulative CO2 emissions from coal,3282147.0
Afghanistan,1969,Cumulative CO2 emissions from coal,3644883.0
Afghanistan,1970,Cumulative CO2 emissions from coal,4081857.0000000005
Afghanistan,1971,Cumulative CO2 emissions from coal,4440929.000000001
Afghanistan,1972,Cumulative CO2 emissions from coal,4631457.0
Afghanistan,1973,Cumulative CO2 emissions from coal,4942202.0
Afghanistan,1974,Cumulative CO2 emissions from coal,5246897.0
Afghanistan,1975,Cumulative CO2 emissions from coal,5645586.0
Afghanistan,1976,Cumulative CO2 emissions from coal,6070609.999999999
Afghanistan,1977,Cumulative CO2 emissions from coal,6521281.999999999
Afghanistan,1978,Cumulative CO2 emissions from coal,7097507.999999999
Afghanistan,1979,Cumulative CO2 emissions from coal,7449252.0
Afghanistan,1980,Cumulative CO2 emissions from coal,7765014.0
Afghanistan,1981,Cumulative CO2 emissions from coal,8098438.0
Afghanistan,1982,Cumulative CO2 emissions from coal,8483158.0
Afghanistan,1983,Cumulative CO2 emissions from coal,8867878.0
Afghanistan,1984,Cumulative CO2 emissions from coal,9260434.0
Afghanistan,1985,Cumulative CO2 emissions from coal,9660228.0
Afghanistan,1986,Cumulative CO2 emissions from coal,10085252.0
Afghanistan,1987,Cumulative CO2 emissions from coal,10528076.0
Afghanistan,1988,Cumulative CO2 emissions from coal,10894476.000000002
Afghanistan,1989,Cumulative CO2 emissions from coal,11231564.0
Afghanistan,1990,Cumulative CO2 emissions from coal,11510028.0
Afghanistan,1991,Cumulative CO2 emissions from coal,11759180.0
Afghanistan,1992,Cumulative CO2 emissions from coal,11781164.0
Afghanistan,1993,Cumulative CO2 emissions from coal,11799484.0
Afghanistan,1994,Cumulative CO2 emissions from coal,11814181.999999998
Afghanistan,1995,Cumulative CO2 emissions from coal,11828838.0
Afghanistan,1996,Cumulative CO2 emissions from coal,11836165.999999998
Afghanistan,1997,Cumulative CO2 emissions from coal,11839842.0
