country,year,variable,value
Afghanistan,1970,Annual CO2 emissions from flaring,297436.0
Afghanistan,1971,Annual CO2 emissions from flaring,304112.0
Afghanistan,1972,Annual CO2 emissions from flaring,366400.0
Afghanistan,1973,Annual CO2 emissions from flaring,223005.0
Afghanistan,1974,Annual CO2 emissions from flaring,367102.0
Afghanistan,1975,Annual CO2 emissions from flaring,303589.0
Afghanistan,1976,Annual CO2 emissions from flaring,293120.0
Afghanistan,1977,Annual CO2 emissions from flaring,381056.0
Afghanistan,1978,Annual CO2 emissions from flaring,282608.0
Afghanistan,1979,Annual CO2 emissions from flaring,267472.0
Afghanistan,1980,Annual CO2 emissions from flaring,304747.0
Afghanistan,1981,Annual CO2 emissions from flaring,293120.0
Afghanistan,1982,Annual CO2 emissions from flaring,282128.0
Afghanistan,1983,Annual CO2 emissions from flaring,293120.0
Afghanistan,1984,Annual CO2 emissions from flaring,315513.0
Afghanistan,1985,Annual CO2 emissions from flaring,330105.0
Afghanistan,1986,Annual CO2 emissions from flaring,329760.0
Afghanistan,1987,Annual CO2 emissions from flaring,223242.0
Afghanistan,1988,Annual CO2 emissions from flaring,186864.0
Afghanistan,1989,Annual CO2 emissions from flaring,40304.0
Afghanistan,1990,Annual CO2 emissions from flaring,25648.0
Afghanistan,1991,Annual CO2 emissions from flaring,25648.0
Afghanistan,1992,Annual CO2 emissions from flaring,21984.0
Afghanistan,1993,Annual CO2 emissions from flaring,21984.0
Afghanistan,1994,Annual CO2 emissions from flaring,22047.0
Afghanistan,1995,Annual CO2 emissions from flaring,21984.0
Afghanistan,1996,Annual CO2 emissions from flaring,21984.0
Afghanistan,1997,Annual CO2 emissions from flaring,22058.0
Afghanistan,1998,Annual CO2 emissions from flaring,22062.0
Afghanistan,1999,Annual CO2 emissions from flaring,21984.0
Afghanistan,2000,Annual CO2 emissions from flaring,21984.0
Afghanistan,2001,Annual CO2 emissions from flaring,21984.0
Africa,1963,Annual CO2 emissions from flaring,1146832.0
Africa,1964,Annual CO2 emissions from flaring,1876914.0
Africa,1965,Annual CO2 emissions from flaring,4947942.0
Africa,1966,Annual CO2 emissions from flaring,5193363.0
Africa,1967,Annual CO2 emissions from flaring,20763403.0
Africa,1968,Annual CO2 emissions from flaring,29667770.0
Africa,1969,Annual CO2 emissions from flaring,38325699.0
Africa,1970,Annual CO2 emissions from flaring,54935439.0
Africa,1971,Annual CO2 emissions from flaring,55975993.0
Africa,1972,Annual CO2 emissions from flaring,64649905.0
Africa,1973,Annual CO2 emissions from flaring,80005651.0
